provincia,municipio,circuito,escuela,mesa,codigo_lista,votos
10,1,1000100001,100010000100001,1000100001X,electores,208
10,1,1000100001,100010000100001,1000100001X,sobres,208
10,1,1000100001,100010000100001,1000100001X,nulos,5
10,1,1000100001,100010000100001,1000100001X,recurridos,0
10,1,1000100001,100010000100001,1000100001X,blancos,2
10,1,1000100001,100010000100001,1000100001X,impugnados,0
10,1,1000100001,100010000100001,1000100001X,totalVotos,208
10,1,1000100001,100010000100001,1000100001X,afirmativos,201
10,1,1000100001,100010000100001,1000100001X,abstencion,132
10,1,1000100001,100010000100001,1000100001X,valid,203
10,1,1000100001,100010000100001,1000100001X,149-1,90
10,1,1000100001,100010000100001,1000100001X,150-2,52
10,1,1000100001,100010000100001,1000100001X,150-1,4
10,1,1000100001,100010000100001,1000100001X,148-1,55
10,1,1000100001,100010000100001,1000100002X,electores,217
10,1,1000100001,100010000100001,1000100002X,sobres,217
10,1,1000100001,100010000100001,1000100002X,nulos,9
10,1,1000100001,100010000100001,1000100002X,recurridos,0
10,1,1000100001,100010000100001,1000100002X,blancos,5
10,1,1000100001,100010000100001,1000100002X,impugnados,0
10,1,1000100001,100010000100001,1000100002X,totalVotos,217
10,1,1000100001,100010000100001,1000100002X,afirmativos,203
10,1,1000100001,100010000100001,1000100002X,abstencion,121
10,1,1000100001,100010000100001,1000100002X,valid,208
10,1,1000100001,100010000100001,1000100002X,149-1,83
10,1,1000100001,100010000100001,1000100002X,150-2,50
10,1,1000100001,100010000100001,1000100002X,150-1,20
10,1,1000100001,100010000100001,1000100002X,148-1,50
10,1,1000100001,100010000100001,1000100003X,electores,220
10,1,1000100001,100010000100001,1000100003X,sobres,220
10,1,1000100001,100010000100001,1000100003X,nulos,11
10,1,1000100001,100010000100001,1000100003X,recurridos,0
10,1,1000100001,100010000100001,1000100003X,blancos,11
10,1,1000100001,100010000100001,1000100003X,impugnados,0
10,1,1000100001,100010000100001,1000100003X,totalVotos,220
10,1,1000100001,100010000100001,1000100003X,afirmativos,198
10,1,1000100001,100010000100001,1000100003X,abstencion,119
10,1,1000100001,100010000100001,1000100003X,valid,209
10,1,1000100001,100010000100001,1000100003X,149-1,98
10,1,1000100001,100010000100001,1000100003X,150-2,44
10,1,1000100001,100010000100001,1000100003X,150-1,8
10,1,1000100001,100010000100001,1000100003X,148-1,48
10,1,1000100001,100010000100001,1000100004X,electores,210
10,1,1000100001,100010000100001,1000100004X,sobres,210
10,1,1000100001,100010000100001,1000100004X,nulos,8
10,1,1000100001,100010000100001,1000100004X,recurridos,0
10,1,1000100001,100010000100001,1000100004X,blancos,8
10,1,1000100001,100010000100001,1000100004X,impugnados,0
10,1,1000100001,100010000100001,1000100004X,totalVotos,210
10,1,1000100001,100010000100001,1000100004X,afirmativos,194
